Name,Platform,YearOfRelease,Genre,Publisher,Developer,NorthAmericaSales,EuropeSales,JapanSales,OtherSales,GlobalSales,CriticScore,UserScore,UserCount
Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,49Games,0.04,0.02,0,0,0.06,1,2,33
Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,Super X Studios,0.1,0.02,0,0.01,0.12,60,2,18
Wii Music,Wii,2008,Misc,Nintendo,Nintendo,1.35,1.11,0.46,0.32,3.25,63,4.6,116
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,Level 5,0.33,0.16,0.36,0.08,0.93,64,7.5,213
We Ski,Wii,2008,Sports,Namco Bandai Games,Bandai Namco Games,0.97,0.4,0.14,0.15,1.67,67,8.5,12
We Cheer,Wii,2008,Simulation,505 Games,"Machatin, Inc.",0.47,0,0,0.04,0.52,56,7.3,13
Way of the Samurai 3,PS3,2008,Action,Gamebridge,Acquire,0.18,0.08,0.22,0.04,0.52,58,7.9,22
Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,Omega Force,0.06,0,0.22,0.01,0.29,56,7.5,4
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,Omega Force,0.06,0.05,0,0.02,0.13,52,8.5,13
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,Omega Force,0.04,0,0.01,0,0.06,44,8.1,15
Warriors Orochi,PSP,2008,Action,Tecmo Koei,"Omega Force, Koei Canada",0.02,0,0.18,0,0.2,62,6.6,10
Warhammer: Battle March,X360,2008,Strategy,Deep Silver,Black Hole Games,0.09,0.02,0,0.01,0.11,55,6.7,20
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,EA Mythic,0,0.02,0,0,0.02,86,7.9,374
Wall-E,DS,2008,Platform,THQ,Helixe,0.46,0.82,0,0.17,1.46,54,2,24
Wall-E,Wii,2008,Platform,THQ,Heavy Iron Studios,0.51,0.4,0,0.11,1.01,51,3.6,8
Wall-E,PS2,2008,Platform,THQ,Asobo Studio,0.21,0,0,0.54,0.75,67,8.4,9
Wall-E,PSP,2008,Platform,THQ,Heavy Iron Studios,0.29,0.22,0,0.14,0.65,64,1,5
Wall-E,X360,2008,Platform,THQ,Heavy Iron Studios,0.29,0.26,0,0.07,0.62,50,6.3,6
Wall-E,PS3,2008,Platform,THQ,Heavy Iron Studios,0.12,0.21,0,0.08,0.4,51,5,7
Wall-E,PC,2008,Platform,THQ,Heavy Iron Studios,0,0.01,0,0,0.02,58,6.8,17
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,Rare Ltd.,0.16,0.25,0.01,0.05,0.47,82,7.9,61
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,Rare Ltd.,0.26,0.23,0,0.06,0.55,82,7.1,15
Viking: Battle for Asgard,X360,2008,Action,Sega,Creative Assembly,0.16,0.23,0,0.05,0.44,68,8,88
Viking: Battle for Asgard,PS3,2008,Action,Sega,Creative Assembly,0.14,0.17,0,0.07,0.38,65,7.4,32
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,Artoon,0.05,0,0,0,0.06,30,3.5,36
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,Tri-Ace,0.22,0.02,0.16,0.02,0.42,74,6.8,12
Valkyria Chronicles,PS3,2008,Role-Playing,Sega,Sega,0.71,0.19,0.24,0.13,1.27,86,8.6,433
Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,K2,0.09,0,0.12,0.01,0.23,50,5.4,13
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,Sanuk Games,0.11,0,0,0.01,0.12,15,2,16
Unsolved Crimes,DS,2008,Adventure,Empire Interactive,Now Production,0.04,0.01,0,0,0.05,66,2,43
Unreal Tournament III,X360,2008,Shooter,Midway Games,Epic Games,0.25,0.17,0.01,0.05,0.47,82,7.6,95
Universe at War: Earth Assault,X360,2008,Action,Sega,Petroglyph,0.09,0.01,0,0.01,0.1,66,8.3,57
Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,MileStone Inc.,0.07,0,0,0,0.08,66,2,34
Ultimate I Spy,Wii,2008,Adventure,Scholastic Inc.,"Scholastic, Inc.",0.45,0,0,0.03,0.48,6,1,45
Ultimate Card Games DS,DS,2008,Strategy,Telegames,Cosmigo,0.07,0,0,0.01,0.08,1,1,12
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,Disney Interactive Studios,0.18,0.03,0,0.02,0.23,59,5.5,4
Ultimate Band,DS,2008,Misc,Disney Interactive Studios,Fall Line Studio,0.19,0.02,0,0.02,0.22,69,1,15
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,Naps Team,0.04,0,0,0,0.04,50,8.3,6
TV Show King Party,Wii,2008,Puzzle,Ubisoft,Gameloft,0.18,0.4,0,0.08,0.66,7,2,48
Turok,X360,2008,Action,Touchstone,Propaganda Games,0.46,0.2,0.01,0.07,0.75,69,7.1,120
Turok,PS3,2008,Action,Touchstone,Propaganda Games,0.35,0.21,0.01,0.1,0.67,67,6,39
Turok,PC,2008,Action,Touchstone,Propaganda Games,0,0.01,0,0,0.01,65,6.5,55
Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,Spark Unlimited,0.23,0.04,0,0.02,0.29,43,6.8,87
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,Spark Unlimited,0.21,0.01,0,0.02,0.24,42,5.5,33
Travel Games For Dummies,DS,2008,Misc,Electronic Arts,Electronic Arts,0.12,0,0,0.01,0.14,62,1,27
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,Vanguard,0.1,0,0,0.01,0.11,79,8.5,11
TransFormers Animated: The Game,DS,2008,Action,Activision,Artificial Mind and Movement,0.15,0,0,0.01,0.16,69,2,32
TrackMania DS,DS,2008,Racing,Focus Home Interactive,Firebrand Games,0.06,0.01,0,0.01,0.08,75,6.9,12
Toy Shop,DS,2008,Simulation,Majesco Entertainment,"Gameinvest, Seed Studios, Lda",0.03,0,0,0,0.03,31,5.4,11
TouchMaster 2,DS,2008,Puzzle,Midway Games,Midway Studios - San Diego,0.3,0.49,0,0.1,0.89,76,2,46
Touch Mechanic,DS,2008,Simulation,Nintendo,Kando Games,0.08,0,0,0.01,0.08,54,2,34
Top Spin 3,Wii,2008,Action,Take-Two Interactive,Pam Development,0.15,0.37,0,0.07,0.58,68,5.7,29
Top Spin 3,PS3,2008,Action,Take-Two Interactive,Pam Development,0.08,0.36,0,0.12,0.57,75,7.5,20
Top Spin 3,X360,2008,Action,Take-Two Interactive,Pam Development,0.09,0.4,0,0.07,0.56,78,7.6,36
Top Spin 3,DS,2008,Action,D3Publisher,"Pam Development, 2K Sports",0.11,0.02,0,0.01,0.13,65,2,34
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,Silicon Knights,0.38,0.29,0.03,0.08,0.78,65,7,458
Tony Hawk's Motion,DS,2008,Sports,Activision,Creat Studios,0.19,0,0,0.02,0.21,39,2,27
Tomb Raider: Underworld,PS3,2008,Action,Eidos Interactive,Nixxes Software,0.45,0.55,0.05,0.22,1.26,75,7.2,166
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,Crystal Dynamics,0.53,0.42,0.01,0.11,1.07,76,6.6,198
Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,Crystal Dynamics,0.13,0.27,0,0.05,0.45,70,7.2,20
Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,Santa Cruz Games,0.15,0.02,0,0.01,0.19,70,8.4,10
Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,Nixxes Software,0,0.06,0,0.01,0.08,80,7.7,272
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,Ubisoft Montreal,1.56,0.6,0.02,0.23,2.42,82,7.8,176
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,Ubisoft Montreal,0.66,0.44,0.04,0.21,1.34,81,7.9,93
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,Ubisoft Montreal,0,0.02,0,0,0.02,78,7.3,185
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,Ubisoft Shanghai,0.58,0.24,0.01,0.09,0.91,77,7.2,53
Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,Ubisoft Shanghai,0.33,0.22,0.01,0.1,0.66,76,6.6,42
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,"Funatics Software, Funatics",0.1,0.01,0,0.01,0.11,68,5.9,8
Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,"Funatics Software, Funatics",0.08,0.01,0,0.01,0.09,69,5.8,4
Tokyo Beat Down,DS,2008,Action,Success,Success,0.06,0,0,0,0.07,56,1,19
Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,Tenky,0.03,0.01,0.11,0,0.16,64,7.8,21
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Tiburon,0.8,0.47,0,0.14,1.42,81,8.7,34
Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,EA Tiburon,0.35,0.23,0,0.07,0.65,84,7.8,29
Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,EA Tiburon,0.34,0.22,0,0.1,0.65,82,7.2,9
Tiger Woods PGA Tour 09,PS2,2008,Sports,Electronic Arts,EA Tiburon,0.16,0,0,0.21,0.37,4,4.3,11
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,Exient Entertainment,0.07,0.18,0,0.1,0.36,53,5.5,6
Theresia...,DS,2008,Adventure,Arc System Works,WorkJam,0.05,0,0,0,0.06,61,8,8
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,Media Vision,0.13,0,0,0.01,0.15,68,6,4
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,CD Projekt Red Studio,0.32,0.01,0,0,0.32,86,8.5,1660
The Void,PC,2008,Adventure,Mamba Games,Ice-Pick Lodge,0,0.03,0,0.01,0.03,77,8.3,97
The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,Brash Entertainment,0.17,0.13,0,0.04,0.35,13,2,47
The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,Brash Entertainment,0.06,0,0,0,0.07,75,1,44
The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,Brash Entertainment,0.04,0,0,0,0.04,5,1,49
The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,Stormfront Studios,0.17,0,0,0.01,0.19,62,1,34
The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,Stormfront Studios,0.09,0.01,0,0.01,0.11,59,1,3
The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,Stormfront Studios,0.07,0,0,0.01,0.08,60,1,41
The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,Access Games,0.08,0.02,0.01,0.01,0.12,74,7.9,13
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,Electronic Arts,0,0.07,0,0.01,0.08,12,2,30
The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,Full Fat,0.31,0.3,0,0.07,0.69,50,3.3,4
The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,Electronic Arts,0,0.07,0,0.01,0.09,75,7.7,19
The Quest Trio,DS,2008,Puzzle,Avanquest,Activision,0.13,0,0,0.01,0.15,10,1,28
The Price is Right,Wii,2008,Misc,Ubisoft,Ludia Inc.,0.76,0,0,0.06,0.82,9,4.3,9
The Price is Right,DS,2008,Misc,Ubisoft,Ludia Inc.,0.46,0,0,0.04,0.49,13,2,29
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,Eurocom Entertainment Software,0.12,0.1,0,0.03,0.25,38,6.8,6
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,Eurocom Entertainment Software,0.08,0,0,0.01,0.09,39,6.4,5
The Mummy: Tomb of the Dragon Emperor,DS,2008,Action,Vivendi Games,Artificial Mind and Movement,0.08,0,0,0.01,0.09,43,1,3
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,Turbine Inc.,0,0.02,0,0,0.02,85,8.2,99
The Legendary Starfy,DS,2008,Platform,Nintendo,TOSE,0.6,0,0.2,0.05,0.85,75,8.4,26
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,Etranges Libellules,0.34,0.17,0,0.05,0.56,64,6.5,19
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,Etranges Libellules,0.26,0.15,0,0.05,0.46,57,6.8,10
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,Etranges Libellules,0.19,0.18,0,0.07,0.44,59,6.6,36
The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,Etranges Libellules,0.12,0.01,0,0.27,0.4,10,7.1,25
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,Etranges Libellules,0.16,0.12,0,0.03,0.31,62,7.2,26
The Legend of Kage 2,DS,2008,Action,Square Enix,Taito Corporation,0.07,0,0,0,0.07,70,6.3,4
The Last Remnant,X360,2008,Role-Playing,Square Enix,Square Enix,0.25,0.2,0.18,0.06,0.68,66,6.9,122
The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,SNK Playmore,0.1,0,0,0.01,0.11,70,1,9
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,SNK Playmore,0.07,0,0,0,0.07,61,7,9
The Incredible Hulk,PS2,2008,Action,Sega,Edge of Reality,0.32,0.01,0,0.05,0.38,50,6,5
The Incredible Hulk,Wii,2008,Action,Sega,Edge of Reality,0.28,0.01,0,0.02,0.31,46,1,16
The Incredible Hulk,X360,2008,Action,Sega,Edge of Reality,0.22,0.02,0,0.02,0.26,55,6.4,24
The Incredible Hulk,PS3,2008,Action,Sega,Edge of Reality,0.22,0.02,0,0.02,0.26,55,6.8,20
The Incredible Hulk,DS,2008,Action,Sega,Amaze Entertainment,0.22,0,0,0.02,0.24,50,2,46
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,Activision,0.07,0,0,0.01,0.07,36,2.4,15
The Dark Spire,DS,2008,Role-Playing,Success,Success,0.04,0,0,0,0.04,69,7.7,21
The Club,X360,2008,Shooter,Sega,Bizarre Creations,0.15,0.1,0,0.02,0.27,76,6.8,43
The Club,PS3,2008,Shooter,Sega,Bizarre Creations,0.14,0.07,0,0.03,0.23,72,6.5,15
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,Traveller's Tales,0.2,0.15,0,0.05,0.4,67,7,8
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,Traveller's Tales,0.31,0.02,0,0.03,0.36,63,7.1,12
The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,Fall Line Studio,0.19,0.01,0,0.02,0.21,54,1,16
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,Traveller's Tales,0.16,0.01,0,0.01,0.18,56,7.5,13
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,Traveller's Tales,0.14,0.01,0,0.02,0.17,56,5.6,8
The Cheetah Girls: Passport to Stardom,DS,2008,Misc,Disney Interactive Studios,Handheld Games,0.18,0,0,0.01,0.2,4,2,25
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,Acquire,0.15,0.01,0.03,0.01,0.21,70,7.8,24
Ten Pin Alley 2,Wii,2008,Sports,XS Games,Other Ocean Interactive,0.02,0,0,0,0.02,30,1,15
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,InLight Entertainment,0.03,0,0,0,0.04,67,8.2,29
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,Polygon Magic,0.11,0,0,0.01,0.11,66,7.3,8
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,Leviathan Games,0.06,0,0,0.01,0.07,33,2.7,16
Tales of Vesperia,X360,2008,Role-Playing,Atari,Bandai Namco Games,0.32,0.17,0.19,0.05,0.74,79,8.2,264
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,Bandai Namco Games,0.21,0.04,0.24,0.02,0.52,68,7.1,93
Tak: Mojo Mistake,DS,2008,Action,THQ,THQ,0.15,0,0,0.01,0.16,7,2,40
Tak and the Guardians of Gross,PS2,2008,Action,THQ,Blitz Games,0.14,0.11,0,0.04,0.28,12,1,40
Tak and the Guardians of Gross,Wii,2008,Action,THQ,THQ,0.14,0,0,0.01,0.16,63,8,5
Syberia,DS,2008,Action,Mindscape,"Microids, Dreamcatcher",0.1,0.02,0,0.01,0.13,52,1,21
Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,Kuju Entertainment,0.05,0,0,0,0.05,3,1,45
Supreme Commander,X360,2008,Strategy,505 Games,Hellbent Games,0.07,0.01,0,0.01,0.09,56,5.7,19
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,Game Arts,6.62,2.55,2.66,1.01,12.84,93,8.9,1662
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,Monolith Soft,0.07,0,0,0.01,0.08,73,9,22
Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,Million,0.13,0,0,0.01,0.14,65,2,19
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,Destineer,0.48,0.01,0,0.04,0.53,46,4.6,7
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,Destineer,0.24,0,0,0.02,0.26,9,2,45
Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,49Games,0,0,0,0.18,0.18,5,1,21
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,49Games,0.02,0.01,0,0,0.03,48,2,14
Summer Athletics,PC,2008,Sports,DTP Entertainment,49Games,0,0.01,0,0,0.01,9,2,8
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,Konami,0.09,0.01,0.15,0.01,0.26,76,7.4,37
Style Savvy,DS,2008,Simulation,Nintendo,syn Sophia,0.62,0.82,0.96,0.18,2.58,73,7.7,7
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,FireFly Studios,0,0.02,0,0,0.02,45,6.8,45
Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,Other Ocean Interactive,0.04,0,0,0,0.04,15,2,21
Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,Other Ocean Interactive,0.03,0,0,0,0.03,9,2,16
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,Irem,0.05,0,0.01,0.01,0.06,54,6.3,8
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,LucasArts,1.74,0.77,0,0.26,2.77,73,6.7,389
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,LucasArts,1.01,0.85,0,0.35,2.21,71,6.6,233
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,Krome Studios,1.11,0.56,0,0.18,1.86,71,7.9,75
Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,Krome Studios,0.49,0,0.01,0.75,1.25,68,7.4,33
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,Krome Studios,0.43,0.4,0,0.24,1.08,70,8.1,49
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,n-Space,0.5,0.28,0,0.09,0.88,61,5.5,18
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,Krome Studios,1.21,0.3,0,0.14,1.65,56,6.7,18
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,LucasArts,0.61,0.11,0,0.06,0.78,68,7.8,32
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,TOSE,0.14,0.01,0.16,0.02,0.34,75,7.1,26
Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,"Humongous Entertainment, Mistic Software",0.06,0,0,0,0.06,12,1,4
SPRay,Wii,2008,Action,Tecmo Koei,EKO Software,0.04,0,0,0,0.04,42,4.5,6
Spore Creatures,DS,2008,Simulation,Electronic Arts,Griptonite Games,0.66,0.3,0,0.1,1.06,65,6.5,21
Spore,PC,2008,Strategy,Electronic Arts,Maxis,0.03,1.06,0,0.08,1.17,84,5.3,1711
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,Incinerator Games,0.29,0.22,0,0.07,0.58,12,1,42
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,Natsume,0.52,0,0,0.04,0.57,5,6,5
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,Incinerator Games,0.49,0,0,0.04,0.53,47,5.4,10
Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,Big John Games,0.05,0,0,0,0.05,49,2,46
Spider-Man: Web of Shadows,X360,2008,Action,Activision,Shaba Games,0.36,0.02,0,0.03,0.4,68,8.6,87
Spider-Man: Web of Shadows,PS3,2008,Action,Activision,"Treyarch, Shaba Games",0.2,0.04,0,0.02,0.26,67,7.9,34
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,"Treyarch, Shaba Games",0.22,0.01,0,0.02,0.25,63,6.9,13
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,"Treyarch, Shaba Games",0.1,0.08,0,0.03,0.21,69,4.1,16
Spider-Man: Web of Shadows,DS,2008,Action,Activision,Griptonite Games,0.09,0,0,0.01,0.1,77,7.5,14
Spider-Man: Web of Shadows,PC,2008,Action,Activision,"Treyarch, Shaba Games",0,0.02,0,0,0.02,52,7.8,57
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,"Jupiter Corporation, Jupiter Multimedia",0.36,0.11,0,0.04,0.51,70,7.7,14
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,"Neverland, Idea Factory",0.08,0,0.01,0.01,0.09,46,7,5
Space Invaders Extreme,DS,2008,Shooter,Square Enix,Taito Corporation,0.12,0.01,0.01,0.01,0.15,85,7.6,16
Space Invaders Extreme,PSP,2008,Shooter,Square Enix,Taito Corporation,0.06,0.01,0.01,0.01,0.09,84,6.8,13
Space Chimps,PS2,2008,Platform,Brash Entertainment,Red Tribe,0.06,0.05,0,0.02,0.12,15,6.6,7
Space Chimps,X360,2008,Platform,Brash Entertainment,Red Tribe,0.1,0,0,0.01,0.11,57,5.3,12
Space Chimps,Wii,2008,Platform,Brash Entertainment,"Red Tribe, Brash Entertainment",0.08,0,0,0.01,0.09,1,2,32
Space Chimps,DS,2008,Platform,Brash Entertainment,"Red Tribe, Brash Entertainment",0.05,0,0,0,0.06,59,1,37
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,Taito Corporation,0.1,0.02,0,0.01,0.12,71,2,22
SoulCalibur IV,X360,2008,Fighting,Ubisoft,Namco,0.92,0.43,0.07,0.15,1.58,85,7.9,157
SoulCalibur IV,PS3,2008,Fighting,Ubisoft,Namco,0.72,0.4,0.14,0.2,1.46,85,7.9,129
Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,Mekensleep,0.05,0.02,0,0.01,0.08,78,8,22
Sonic Unleashed,Wii,2008,Platform,Sega,Sonic Team,1.26,0.67,0.02,0.21,2.16,66,7.3,136
Sonic Unleashed,PS3,2008,Platform,Sega,Sonic Team,0.56,0.32,0.01,0.14,1.02,54,7.9,130
Sonic Unleashed,X360,2008,Platform,Sega,Sonic Team,0.54,0.32,0,0.09,0.95,60,7.8,238
Sonic Unleashed,PS2,2008,Platform,Sega,Sonic Team,0.37,0.04,0,0.36,0.76,66,6.7,49
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,Sonic Team,0.48,0.32,0.02,0.09,0.91,56,8.1,57
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,Sonic Team,0.09,0.07,0,0.02,0.18,56,8.3,27
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,BioWare,0.5,0.29,0.01,0.08,0.88,74,7.3,81
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,Slant Six,0.94,0.16,0.02,0.13,1.25,63,6.9,223
SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,SNK Playmore,0.09,0.07,0,0.02,0.19,69,2,3
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,Terminal Reality,0.13,0,0.01,0.01,0.15,68,2,40
SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,SNK Playmore,0.06,0,0,0,0.07,73,8,4
Sniper: Art of Victory,PC,2008,Shooter,City Interactive,City Interactive,0,0.45,0,0.03,0.49,36,3.6,16
Smart Girl's Winter Wonderland,DS,2008,Misc,UFO Interactive,UFO Interactive,0.03,0,0,0,0.03,2,2,14
Smart Girl's Party Game,DS,2008,Misc,505 Games,Starfish,0.31,0,0,0.02,0.34,12,1,35
Smart Boy's Winter Wonderland,DS,2008,Misc,UFO Interactive,UFO Interactive,0.01,0,0,0,0.01,4,1,12
Smart Boy's Toys Club,DS,2008,Misc,505 Games,Starfish,0.06,0,0,0,0.06,1,1,35
Ski and Shoot,Wii,2008,Sports,RTL,49Games,0.04,0.04,0,0.01,0.09,11,1,10
Skate it,Wii,2008,Sports,Electronic Arts,Electronic Arts,0.5,0.03,0,0.04,0.58,70,8.4,25
Skate it,DS,2008,Sports,Electronic Arts,Exient Entertainment,0.14,0.02,0,0.01,0.17,72,7.8,12
Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,Zeroscale,0.11,0,0,0.01,0.12,59,2,50
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,Brash Entertainment,0.17,0,0,0.01,0.18,34,7,4
Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,SCE Japan Studio,0,0.17,0.09,0.01,0.27,78,8.1,87
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,Ironclad Games,0,0.02,0,0,0.03,87,8.2,275
SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,SCEE London Studio,0.29,0.39,0,0.12,0.81,76,1,20
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,SCEE London Studio,0.14,0.11,0,0.04,0.28,75,1,20
SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,SCEE London Studio,0.23,0.04,0,1.09,1.36,64,1,6
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,SCEE London Studio,0.27,0.5,0,0.16,0.93,70,5.5,4
SimCity Creator,Wii,2008,Simulation,Electronic Arts,Electronic Arts,0.36,0.02,0.04,0.04,0.46,67,6.8,13
SimCity Creator,DS,2008,Simulation,Electronic Arts,Electronic Arts,0.29,0.02,0,0.03,0.34,69,7.3,8
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,Climax Group,0.03,0.03,0,0.01,0.07,70,7.4,59
Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,Firaxis Games,0.58,0.17,0,0.07,0.83,84,7.8,171
Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,Firaxis Games,0.49,0.19,0.01,0.09,0.78,85,7.7,87
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,Firaxis Games,0.37,0.03,0.02,0.03,0.44,80,7.7,21
